run_id,k,steps,batch_size,alpha_W,alpha_H,beta,method,inner_W,inner_H,seed,img_size,final_loss,val_rmse_final,test_rmse,train_images,val_images,test_images,elapsed_s,timestamp
20260422_081152,50,200,256,0.001,0.001,0.9,nesterov,1,1,42,64x64,64.883835,0.129503,0.140697,350,100,50,95.8,2026-04-22T08:13:31.492215
20260422_082228,50,200,256,0.001,0.001,0.9,nesterov,1,1,42,64x64,64.883835,0.129503,0.140697,350,100,50,96.9,2026-04-22T08:24:08.029073
20260422_082447,50,200,256,0.001,0.001,0.9,nesterov,1,1,42,64x64,64.883835,0.129503,0.140697,350,100,50,118.6,2026-04-22T08:26:48.278387
20260422_082654,50,200,20,0.001,0.001,0.9,gd,1,1,42,64x64,110.36143,0.223753,0.237353,350,100,50,28.3,2026-04-22T08:27:25.536640
20260422_083500,50,200,20,0.001,0.001,0.9,gd,1,1,42,64x64,110.36143,0.223753,0.237353,350,100,50,24.4,2026-04-22T08:35:27.430439
20260422_083551,50,200,20,0.001,0.001,0.9,gd,1,1,42,64x64,110.36143,0.223753,0.237353,350,100,50,24.4,2026-04-22T08:36:17.756702
20260422_083720,50,200,20,0.001,0.001,0.9,gd,1,1,42,64x64,110.36143,0.223753,0.237353,350,100,50,23.8,2026-04-22T08:37:46.713120
20260422_123351,50,200,20,0.001,0.001,0.9,gd,1,1,42,64x64,110.36143,0.223753,0.237353,350,100,50,24.4,2026-04-22T12:34:18.257209
20260422_124101,50,200,200,0.001,0.001,0.9,nesterov,1,1,42,64x64,66.075035,0.142304,0.140033,3500,1000,500,171.8,2026-04-22T12:43:55.836409
20260424_120801,50,200,200,0.001,0.001,0.9,gd,1,1,42,64x64,110.718056,0.2134,0.209651,3500,1000,500,143.6,2026-04-24T12:10:26.468311
20260424_121041,50,200,1000,0.001,0.001,0.9,gd,1,1,42,64x64,85.08176,0.167605,0.163871,3500,1000,500,286.2,2026-04-24T12:15:30.263689
20260424_121827,50,200,3000,0.001,0.001,0.9,gd,1,1,42,64x64,206.87364,0.23959,0.240771,10500,3000,1500,1007.9,2026-04-24T12:35:17.611558
20260424_123726,50,200,3000,0.001,0.001,0.9,nesterov,1,1,42,64x64,47.745113,0.139375,0.140188,10500,3000,1500,784.0,2026-04-24T12:50:33.12778220260427_133351,100,300,1024,0.001,0.001,0.9,nesterov,1,1,42,64x64,50,0.121443,0.121618,38.612133,434.4,weights\20260427_133351_W.npy,weights\20260427_133351_loss.npy,140000,40000,20000,celeba_64.npy,weights\20260427_133351_val.npy,2026-04-27T13:33:51.111926
20260427_134344,100,300,1024,0.001,0.001,0.9,nesterov,1,1,42,64x64,38.612133,0.121443,0.121618,140000,40000,20000,476.5,2026-04-27T13:51:42.583502
20260427_160127,100,300,1024,0.001,0.001,0.9,nesterov,1,1,42,64x64,38.612133,0.121443,0.121618,140000,40000,20000,418.5,2026-04-27T16:08:25.722129
20260429_074210,100,300,1024,0.001,0.001,0.9,gd,1,1,42,64x64,74.416298,0.172844,0.173101,140000,40000,20000,536.9,2026-04-29T07:51:07.482686
20260429_091716,100,300,1024,,,0.9,gd,1,50,42,64x64,22.177271,0.103792,0.103544,14000,4000,2000,8321.5,2026-04-29T11:35:57.855096
20260429_122553,100,300,2048,mult,0.001,0.001,0.9,1,10,42,64x64,50000,25.116411,0.099043,0.098978,140000,388.9,2026-04-29T12:32:22.164732
20260429_123448,100,300,2048,mult,0.001,0.001,0.9,1,10,137,64x64,50000,24.699408,0.098895,0.098933,140000,356.5,2026-04-29T12:40:45.111907
20260502_132009,100,300,2048,mult,0.001,0.001,0.9,1,10,42,0.0001,0.0001,scaled,False,10.0,8,64x64,50000,24.995852,0.098738,0.098718,140000,40000,300,0,167.5,2026-05-02T13:22:57.484902
20260502_133111,100,300,2048,mult,0.001,0.001,0.9,1,10,42,0.0001,0.0001,scaled,False,10.0,8,64x64,50000,24.995856,0.098738,0.098718,140000,40000,300,0,459.6,2026-05-02T13:38:50.744716
20260502_135117,100,300,2048,mult,0.001,0.001,0.9,1,10,42,0.0001,0.0001,scaled,False,10.0,8,64x64,50000,24.995856,0.098738,0.098718,140000,40000,300,0,317.1,2026-05-02T13:56:34.235792
20260502_140217,100,300,2048,mult,0.001,0.001,0.9,1,10,42,0.0001,0.0001,scaled,False,10.0,8,64x64,50000,24.995856,0.098738,0.098718,140000,40000,300,0,180.1,2026-05-02T14:05:18.002932
20260502_142522,100,300,2048,mult,0.001,0.001,0.9,1,50,42,0.0001,0.0001,scaled,False,10.0,8,64x64,50000,17.267726,0.091232,0.091022,140000,40000,300,0,172.6,2026-05-02T14:28:15.323590
20260502_143742,100,300,2048,mult,0.001,0.001,0.9,1,50,42,0.0001,0.0001,scaled,False,10.0,8,10,64x64,50000,17.660821,0.13438,0.134677,140000,40000,300,0,185.0,2026-05-02T14:40:47.905858
20260502_144303,100,300,2048,mult,0.001,0.001,0.9,1,50,42,0.0001,0.0001,scaled,True,10.0,8,10,64x64,50000,17.524816,0.135007,0.134917,35000,10000,300,0,152.4,2026-05-02T14:56:05.360874
20260502_151736,150,500,2048,mult,0.001,0.001,0.9,1,100,42,0.0,0.0,scaled,False,10.0,15,10,64x64,200000,12.896873,0.128244,0.128638,140000,40000,500,0,574.7,2026-05-02T15:27:11.149921
20260502_160819,150,500,2048,mult,0.001,0.001,0.9,1,100,42,0.0,0.0,scaled,False,10.0,15,10,64x64,200000,12.896873,0.128244,0.128638,140000,40000,500,0,545.9,2026-05-02T16:17:25.633862
20260502_163628,150,500,2048,mult,0.001,0.001,0.9,1,100,42,0.0,0.0,scaled,True,10.0,15,10,64x64,200000,12.471912,0.126278,0.12622,35000,10000,500,0,536.7,2026-05-02T16:45:25.385229
20260502_182133,100,nesterov,250,1024,0.001,0.001,0.9,617.06842,0.531896,0.538955,435.2,2026-05-02T18:28:48.539567
20260503_160852,100,nesterov,250,1024,0.001,0.001,0.9,617.06842,0.531896,0.538955,734.3,2026-05-03T16:21:07.635033
20260503_163041,100,300,2048,mult,0.001,0.001,0.9,1,10,42,64x64,50000,25.116411,0.099043,0.098978,140000,301.2,2026-05-03T16:35:42.199862
175329,80,0.2575427,0.2706629,2026-05-03T17:55:28.531322
20260503_181421,100,200,1024,nesterov,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,138.463211,0.214931,0.214887,261.6,2026-05-03T18:18:43.394265
20260503_181938,100,200,1024,nesterov,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,138.463211,0.214931,0.214887,249.9,2026-05-03T18:23:48.317620
20260503_182508,100,150,1024,gd,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,171.243698,0.238093,0.236441,142.7,2026-05-03T18:27:31.037328
20260503_182734,100,150,1024,momentum,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,140.428772,0.22764,0.227274,184.0,2026-05-03T18:30:38.044433
20260503_183041,100,150,1024,nesterov,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,140.276276,0.226092,0.225846,182.7,2026-05-03T18:33:44.293248
20260503_183846,150,500,2048,mult,0.001,0.001,0.9,1,100,42,0.0,0.0,scaled,False,10.0,15,10,64x64,200000,12.896873,0.128244,0.128638,140000,40000,500,0,711.6,2026-05-03T18:50:37.949897
20260503_194245,100,200,1024,nesterov,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,138.463211,0.214931,0.214887,288.0,2026-05-03T19:47:33.011161
20260503_194820,100,150,1024,gd,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,171.243698,0.238093,0.236441,152.9,2026-05-03T19:50:53.920252
20260503_195103,100,150,1024,momentum,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,140.428772,0.22764,0.227274,147.3,2026-05-03T19:53:31.237819
20260503_195514,100,150,1024,nesterov,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,140.276276,0.226092,0.225846,178.3,2026-05-03T19:58:12.729628
20260503_200015,25,150,1024,nesterov,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,143.395782,0.232623,0.231845,206.8,2026-05-03T20:03:42.419475
20260503_202251,50,150,1024,nesterov,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,140.626816,0.230556,0.229954,188.9,2026-05-03T20:26:00.251331
20260503_202733,100,150,1024,nesterov,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,138.184799,0.230475,0.229906,204.6,2026-05-03T20:30:58.018454
20260503_203210,150,150,1024,nesterov,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,136.963074,0.229355,0.228865,194.0,2026-05-03T20:35:24.800080
20260503_203640,200,150,1024,nesterov,0.01,0.01,0.9,1,5,42,0.0,0.0,scaled,134.594299,0.228733,0.228269,208.0,2026-05-03T20:40:08.598233
